Group	Subject	Trial	Filename	Time	Hip_Z	Hip_X	Hip_Y	Knee_Z	Knee_X	Knee_Y	Ankle_Z	Ankle_X	Ankle_Y
BMC	1	1	g01s01t01.txt	0	-27.608371	0.203561	-2.368448	15.56567	2.511367	17.646819	6.761781	-11.965064	-7.870051
BMC	1	1	g01s01t01.txt	1	-27.405191	-0.091756	-2.854048	16.791735	2.769064	17.711016	6.88178	-11.447557	-7.68546
BMC	1	1	g01s01t01.txt	2	-27.273205	-0.327215	-3.454227	18.633604	2.935114	17.516894	6.284401	-10.102757	-7.215548
BMC	1	1	g01s01t01.txt	3	-27.210203	-0.544236	-4.058957	21.129716	2.925016	16.910154	4.468679	-7.940252	-6.415521
BMC	1	1	g01s01t01.txt	4	-27.195449	-0.805676	-4.539496	24.123713	2.779221	15.998159	1.525786	-5.367453	-5.440649
BMC	1	1	g01s01t01.txt	5	-27.175649	-1.16293	-4.84134	27.244381	2.683675	15.12958	-1.807421	-2.93101	-4.588909
BMC	1	1	g01s01t01.txt	6	-27.079911	-1.662175	-4.978902	30.127638	2.801666	14.486324	-4.827912	-0.952812	-4.016554
BMC	1	1	g01s01t01.txt	7	-26.861983	-2.352885	-4.972733	32.629048	3.098921	13.827854	-7.307212	0.452821	-3.521281
BMC	1	1	g01s01t01.txt	8	-26.538597	-3.224309	-4.868794	34.839827	3.352587	12.801578	-9.392953	1.283429	-2.778107
BMC	1	1	g01s01t01.txt	9	-26.16378	-4.144519	-4.757684	36.886565	3.379365	11.486847	-11.294164	1.719557	-1.740219
BMC	1	1	g01s01t01.txt	10	-25.764042	-4.941094	-4.740159	38.747481	3.142019	10.254269	-13.056813	1.964884	-0.542915
BMC	1	1	g01s01t01.txt	11	-25.340818	-5.483759	-4.892185	40.330575	2.736837	9.463897	-14.65385	2.193253	0.610618
BMC	1	1	g01s01t01.txt	12	-24.873869	-5.750718	-5.19023	41.572993	2.305608	9.232246	-16.084979	2.480567	1.567196
BMC	1	1	g01s01t01.txt	13	-24.331794	-5.797301	-5.505865	42.478259	1.933653	9.430314	-17.399866	2.818679	2.266132
BMC	1	1	g01s01t01.txt	14	-23.677467	-5.694078	-5.673046	43.069251	1.641692	9.820809	-18.613693	3.214817	2.684561
BMC	1	1	g01s01t01.txt	15	-22.89491	-5.520481	-5.623837	43.398655	1.414622	10.171505	-19.691738	3.678339	2.887793
BMC	1	1	g01s01t01.txt	16	-21.977078	-5.322799	-5.407433	43.489706	1.225172	10.372018	-20.61117	4.162367	2.969699
BMC	1	1	g01s01t01.txt	17	-20.916044	-5.125086	-5.119304	43.341586	1.049871	10.403583	-21.370147	4.597369	2.992691
BMC	1	1	g01s01t01.txt	18	-19.712794	-4.939413	-4.838723	42.952803	0.898778	10.313993	-21.963355	4.925976	2.961656
BMC	1	1	g01s01t01.txt	19	-18.383691	-4.77642	-4.594275	42.329162	0.812905	10.170401	-22.35984	5.130192	2.848275
BMC	1	1	g01s01t01.txt	20	-16.953573	-4.649742	-4.397518	41.485161	0.818329	10.01893	-22.518426	5.235172	2.647178
BMC	1	1	g01s01t01.txt	21	-15.438823	-4.551951	-4.294664	40.411827	0.913649	9.911227	-22.37299	5.269763	2.34005
BMC	1	1	g01s01t01.txt	22	-13.868416	-4.44463	-4.30993	39.147317	1.05744	9.89507	-21.922554	5.258025	1.924301
BMC	1	1	g01s01t01.txt	23	-12.25271	-4.300424	-4.438247	37.724849	1.200113	9.97872	-21.163705	5.199839	1.451839
BMC	1	1	g01s01t01.txt	24	-10.603903	-4.102175	-4.642805	36.193092	1.302787	10.155391	-20.118593	5.097718	0.973483
BMC	1	1	g01s01t01.txt	25	-8.947776	-3.844395	-4.867133	34.598836	1.372171	10.440868	-18.804782	4.958005	0.459403
BMC	1	1	g01s01t01.txt	26	-7.307757	-3.531768	-5.050038	32.977054	1.430449	10.837459	-17.235123	4.778758	-0.138654
BMC	1	1	g01s01t01.txt	27	-5.689876	-3.158403	-5.133995	31.346528	1.476892	11.316515	-15.410262	4.547963	-0.836252
BMC	1	1	g01s01t01.txt	28	-4.100128	-2.711647	-5.087823	29.720563	1.514352	11.874268	-13.314914	4.245332	-1.657861
BMC	1	1	g01s01t01.txt	29	-2.549466	-2.213719	-4.928719	28.112204	1.564347	12.528007	-10.964158	3.866545	-2.628809
BMC	1	1	g01s01t01.txt	30	-1.040705	-1.704167	-4.681959	26.52746	1.643044	13.273581	-8.377466	3.412845	-3.734964
BMC	1	1	g01s01t01.txt	31	0.427844	-1.223456	-4.381107	24.970544	1.766194	14.085229	-5.583713	2.888907	-4.896466
BMC	1	1	g01s01t01.txt	32	1.849145	-0.803124	-4.04361	23.457222	1.946556	14.919051	-2.615213	2.303475	-6.028937
BMC	1	1	g01s01t01.txt	33	3.206141	-0.468387	-3.667632	22.012225	2.185476	15.709869	0.478309	1.643854	-7.077385
BMC	1	1	g01s01t01.txt	34	4.461286	-0.251016	-3.252559	20.67537	2.480302	16.361751	3.644484	0.864268	-7.95768
BMC	1	1	g01s01t01.txt	35	5.579254	-0.160912	-2.807447	19.49042	2.817131	16.787418	6.826494	-0.022496	-8.601634
BMC	1	1	g01s01t01.txt	36	6.538286	-0.192587	-2.346545	18.498247	3.182572	16.975114	9.960381	-0.944435	-9.01547
BMC	1	1	g01s01t01.txt	37	7.331448	-0.337419	-1.909241	17.72758	3.572758	17.009292	12.97116	-1.842719	-9.260488
BMC	1	1	g01s01t01.txt	38	7.970144	-0.586122	-1.566982	17.191017	3.993988	17.030404	15.765737	-2.71281	-9.397551
BMC	1	1	g01s01t01.txt	39	8.473925	-0.927546	-1.390046	16.899861	4.458759	17.162682	18.233734	-3.575537	-9.457598
BMC	1	1	g01s01t01.txt	40	8.852885	-1.339304	-1.393357	16.885285	4.97651	17.453934	20.282489	-4.394816	-9.481255
BMC	1	1	g01s01t01.txt	41	9.080495	-1.793014	-1.552508	17.255555	5.560756	17.861034	21.782693	-5.025205	-9.538795
BMC	1	1	g01s01t01.txt	42	9.153763	-2.253483	-1.803938	18.049566	6.2004	18.236772	22.701095	-5.363935	-9.667959
BMC	1	1	g01s01t01.txt	43	9.06508	-2.685623	-2.089616	19.315872	6.85471	18.410494	22.957787	-5.352732	-9.840266
BMC	1	1	g01s01t01.txt	44	8.818821	-3.054497	-2.356217	21.053858	7.473698	18.280662	22.564175	-5.00348	-9.995742
BMC	1	1	g01s01t01.txt	45	8.42902	-3.341162	-2.579865	23.211848	8.04217	17.878328	21.646202	-4.412613	-10.091279
BMC	1	1	g01s01t01.txt	46	7.918082	-3.535601	-2.740033	25.717943	8.566991	17.275369	20.379268	-3.735492	-10.101564
BMC	1	1	g01s01t01.txt	47	7.312739	-3.613213	-2.789692	28.50557	9.049784	16.517645	18.934183	-3.132538	-10.033179
BMC	1	1	g01s01t01.txt	48	6.645737	-3.531697	-2.65805	31.495294	9.498345	15.653598	17.460603	-2.710871	-9.953434
BMC	1	1	g01s01t01.txt	49	5.947672	-3.274136	-2.307663	34.607114	9.934573	14.71678	16.042503	-2.484337	-9.926529
BMC	1	1	g01s01t01.txt	50	5.226795	-2.847489	-1.726733	37.808092	10.378997	13.691951	14.726652	-2.452164	-9.972159
BMC	1	1	g01s01t01.txt	51	4.467501	-2.297849	-0.935998	41.084339	10.849472	12.553783	13.559569	-2.609501	-10.091242
BMC	1	1	g01s01t01.txt	52	3.64124	-1.681941	0.011789	44.425488	11.353094	11.306778	12.565605	-2.937604	-10.288895
BMC	1	1	g01s01t01.txt	53	2.728869	-1.03952	1.024562	47.812331	11.877029	10.000959	11.694682	-3.378006	-10.54552
BMC	1	1	g01s01t01.txt	54	1.717591	-0.412343	1.981661	51.220751	12.382225	8.702103	10.831698	-3.826372	-10.776828
BMC	1	1	g01s01t01.txt	55	0.608541	0.147256	2.79939	54.629808	12.808172	7.437824	9.900998	-4.1791	-10.89994
BMC	1	1	g01s01t01.txt	56	-0.593674	0.614973	3.45749	58.022768	13.093813	6.207599	8.893648	-4.375283	-10.878985
BMC	1	1	g01s01t01.txt	57	-1.87753	1.002473	3.949317	61.377936	13.194949	5.03542	7.807002	-4.380674	-10.65918
BMC	1	1	g01s01t01.txt	58	-3.229301	1.351644	4.266799	64.669352	13.103346	3.975873	6.63995	-4.196328	-10.194825
BMC	1	1	g01s01t01.txt	59	-4.646071	1.720676	4.420359	67.865532	12.854448	3.086916	5.398829	-3.859789	-9.549127
BMC	1	1	g01s01t01.txt	60	-6.137126	2.163829	4.450803	70.927716	12.514932	2.402315	4.112486	-3.419209	-8.859631
BMC	1	1	g01s01t01.txt	61	-7.735632	2.715766	4.40356	73.792304	12.155277	1.935415	2.841652	-2.904626	-8.217498
BMC	1	1	g01s01t01.txt	62	-9.462137	3.328657	4.31493	76.451049	11.824397	1.610637	1.620699	-2.359704	-7.631835
BMC	1	1	g01s01t01.txt	63	-11.335281	3.92499	4.17068	78.890157	11.52933	1.373603	0.438811	-1.818056	-7.089227
BMC	1	1	g01s01t01.txt	64	-13.343937	4.42265	3.91748	81.095588	11.260445	1.209242	-0.731951	-1.29991	-6.565576
BMC	1	1	g01s01t01.txt	65	-15.450714	4.77337	3.49822	83.048281	11.024896	1.14386	-1.882578	-0.816782	-6.081313
BMC	1	1	g01s01t01.txt	66	-17.605093	4.981043	2.89481	84.718386	10.838955	1.220197	-2.94336	-0.380486	-5.715809
BMC	1	1	g01s01t01.txt	67	-19.757616	5.08783	2.140469	86.052229	10.693131	1.482086	-3.861283	0.009812	-5.511741
BMC	1	1	g01s01t01.txt	68	-21.877165	5.152328	1.348704	87.007276	10.564856	1.92788	-4.668193	0.374452	-5.439847
BMC	1	1	g01s01t01.txt	69	-23.945988	5.218772	0.66226	87.607236	10.456085	2.489009	-5.417959	0.718379	-5.460541
BMC	1	1	g01s01t01.txt	70	-25.924826	5.307219	0.16788	87.851467	10.389511	3.118949	-6.117401	1.022401	-5.545575
BMC	1	1	g01s01t01.txt	71	-27.760961	5.420062	-0.115178	87.733507	10.391694	3.801217	-6.741771	1.274425	-5.667417
BMC	1	1	g01s01t01.txt	72	-29.414464	5.53794	-0.204227	87.253557	10.458784	4.524377	-7.266574	1.473576	-5.783942
BMC	1	1	g01s01t01.txt	73	-30.878431	5.617614	-0.12727	86.4251	10.543344	5.264112	-7.711252	1.615118	-5.831894
BMC	1	1	g01s01t01.txt	74	-32.166475	5.603007	0.075064	85.23618	10.60744	6.006618	-8.137123	1.687148	-5.790709
BMC	1	1	g01s01t01.txt	75	-33.318265	5.483282	0.321321	83.710444	10.666562	6.764099	-8.558156	1.681189	-5.705252
BMC	1	1	g01s01t01.txt	76	-34.363822	5.277224	0.535324	81.881835	10.75319	7.544187	-8.864084	1.608492	-5.617098
BMC	1	1	g01s01t01.txt	77	-35.317617	5.002529	0.649612	79.770719	10.893855	8.350806	-8.988647	1.505233	-5.576445
BMC	1	1	g01s01t01.txt	78	-36.165442	4.682539	0.621031	77.374697	11.059193	9.198991	-9.022772	1.396375	-5.597102
BMC	1	1	g01s01t01.txt	79	-36.874459	4.329654	0.477703	74.685964	11.153508	10.072125	-9.018675	1.298587	-5.630757
BMC	1	1	g01s01t01.txt	80	-37.424021	3.93492	0.288142	71.717804	11.139828	10.919781	-8.883978	1.228178	-5.679748
BMC	1	1	g01s01t01.txt	81	-37.784185	3.495917	0.062	68.465486	11.10421	11.740649	-8.531605	1.127928	-5.84018
BMC	1	1	g01s01t01.txt	82	-37.95729	3.047438	-0.23966	64.961449	11.141887	12.613949	-7.988876	0.909765	-6.104627
BMC	1	1	g01s01t01.txt	83	-37.923808	2.623892	-0.6367	61.185675	11.276264	13.620911	-7.227645	0.56046	-6.424658
BMC	1	1	g01s01t01.txt	84	-37.672144	2.253332	-1.120601	57.132814	11.446134	14.794125	-6.253518	0.099595	-6.797321
BMC	1	1	g01s01t01.txt	85	-37.199727	1.963549	-1.686649	52.833943	11.51003	16.092092	-5.101572	-0.46773	-7.158744
BMC	1	1	g01s01t01.txt	86	-36.512187	1.79067	-2.344093	48.34032	11.327301	17.428577	-3.759421	-1.105541	-7.358519
BMC	1	1	g01s01t01.txt	87	-35.629085	1.772767	-3.086678	43.716953	10.813157	18.700607	-2.259447	-1.755673	-7.331623
BMC	1	1	g01s01t01.txt	88	-34.613354	1.911834	-3.834609	39.093982	9.952429	19.755704	-0.814912	-2.413949	-7.144017
BMC	1	1	g01s01t01.txt	89	-33.565544	2.148806	-4.460059	34.643586	8.832175	20.437159	0.38227	-3.106719	-6.889553
BMC	1	1	g01s01t01.txt	90	-32.564793	2.415495	-4.858302	30.506687	7.578846	20.63954	1.287765	-3.868626	-6.674514
BMC	1	1	g01s01t01.txt	91	-31.662839	2.644432	-4.967221	26.764825	6.338492	20.364619	1.961538	-4.749153	-6.634284
BMC	1	1	g01s01t01.txt	92	-30.883614	2.783171	-4.757157	23.457263	5.21679	19.689124	2.494505	-5.769701	-6.855464
BMC	1	1	g01s01t01.txt	93	-30.22959	2.800716	-4.237842	20.607115	4.267201	18.738139	2.959086	-6.881777	-7.291023
BMC	1	1	g01s01t01.txt	94	-29.696285	2.694762	-3.500549	18.265481	3.525634	17.706554	3.398575	-7.961545	-7.775148
BMC	1	1	g01s01t01.txt	95	-29.254312	2.524138	-2.779804	16.416749	2.980782	16.843619	3.820576	-8.886408	-8.196219
BMC	1	1	g01s01t01.txt	96	-28.866633	2.358292	-2.288045	15.034195	2.593506	16.29678	4.21525	-9.609209	-8.528151
BMC	1	1	g01s01t01.txt	97	-28.501744	2.236109	-2.12407	14.108293	2.324712	16.084249	4.580359	-10.147537	-8.708844
BMC	1	1	g01s01t01.txt	98	-28.150592	2.144239	-2.259026	13.644318	2.162778	16.118294	4.928084	-10.582102	-8.698259
BMC	1	1	g01s01t01.txt	99	-27.829921	2.03525	-2.592163	13.662596	2.128074	16.269409	5.277577	-11.004232	-8.548008
BMC	1	1	g01s01t01.txt	100	-27.555662	1.873039	-3.028351	14.17295	2.240306	16.425075	5.629906	-11.410974	-8.351182
BMC	1	2	g01s01t02.txt	0	-27.348157	1.688675	-3.458317	15.032118	2.444416	16.486647	5.920007	-11.569308	-8.152431
BMC	1	2	g01s01t02.txt	1	-27.11347	1.457331	-4.00983	16.488954	2.693769	16.338893	6.065921	-11.130911	-7.78713
BMC	1	2	g01s01t02.txt	2	-26.870683	1.206005	-4.590728	18.443896	2.81152	15.784988	5.564675	-9.85052	-7.203106
BMC	1	2	g01s01t02.txt	3	-26.637459	0.892666	-5.110368	20.902234	2.689219	14.714316	3.95185	-7.802641	-6.35581
BMC	1	2	g01s01t02.txt	4	-26.438038	0.471369	-5.480919	23.721969	2.379144	13.34991	1.335583	-5.359709	-5.310853
BMC	1	2	g01s01t02.txt	5	-26.265755	-0.065845	-5.718814	26.604376	2.115391	12.221475	-1.602547	-2.99346	-4.389914
BMC	1	2	g01s01t02.txt	6	-26.086796	-0.700412	-5.935976	29.281041	2.125432	11.687444	-4.259532	-1.017425	-3.92007
BMC	1	2	g01s01t02.txt	7	-25.89279	-1.439091	-6.222154	31.683874	2.415688	11.544825	-6.503948	0.414715	-3.766611
BMC	1	2	g01s01t02.txt	8	-25.721477	-2.286548	-6.583938	33.916731	2.690449	11.199626	-8.509103	1.28488	-3.318727
BMC	1	2	g01s01t02.txt	9	-25.595583	-3.154658	-7.008469	36.041818	2.604901	10.3988	-10.402937	1.785631	-2.218431
BMC	1	2	g01s01t02.txt	10	-25.509362	-3.916299	-7.495693	37.988348	2.066654	9.344816	-12.177328	2.108903	-0.606938
BMC	1	2	g01s01t02.txt	11	-25.430181	-4.484036	-7.998146	39.66328	1.30961	8.424771	-13.813952	2.365368	1.038341
BMC	1	2	g01s01t02.txt	12	-25.293062	-4.844759	-8.40824	41.027487	0.643798	7.882427	-15.312198	2.611665	2.281276
BMC	1	2	g01s01t02.txt	13	-25.023424	-5.035907	-8.605378	42.085136	0.195781	7.685897	-16.668418	2.909113	2.987488
BMC	1	2	g01s01t02.txt	14	-24.548039	-5.104029	-8.497388	42.821697	-0.05582	7.650879	-17.86998	3.293885	3.256803
BMC	1	2	g01s01t02.txt	15	-23.844748	-5.092888	-8.124909	43.254798	-0.200064	7.610421	-18.929281	3.733566	3.316213
BMC	1	2	g01s01t02.txt	16	-22.925882	-5.016457	-7.60684	43.412369	-0.283608	7.543593	-19.859022	4.163942	3.279694
BMC	1	2	g01s01t02.txt	17	-21.827139	-4.889438	-7.071001	43.324391	-0.273155	7.505172	-20.668028	4.509018	3.1366
BMC	1	2	g01s01t02.txt	18	-20.603735	-4.748906	-6.607723	43.022497	-0.114305	7.533232	-21.363077	4.725068	2.843516
BMC	1	2	g01s01t02.txt	19	-19.292123	-4.630035	-6.258405	42.512746	0.151879	7.599518	-21.925791	4.846623	2.468046
BMC	1	2	g01s01t02.txt	20	-17.890925	-4.540519	-6.048463	41.77615	0.405455	7.647797	-22.297817	4.94694	2.177935
BMC	1	2	g01s01t02.txt	21	-16.388289	-4.461026	-6.009704	40.779477	0.580163	7.682061	-22.346992	5.022704	1.965911
BMC	1	2	g01s01t02.txt	22	-14.823973	-4.366646	-6.099737	39.577206	0.708755	7.761012	-22.025565	5.006555	1.621092
BMC	1	2	g01s01t02.txt	23	-13.223769	-4.247393	-6.285634	38.214294	0.814184	7.914348	-21.332355	4.880663	1.096062
BMC	1	2	g01s01t02.txt	24	-11.592569	-4.086092	-6.552046	36.733992	0.909495	8.16194	-20.311356	4.685859	0.453252
BMC	1	2	g01s01t02.txt	25	-9.931187	-3.849757	-6.865252	35.16731	1.007132	8.541907	-19.008092	4.475291	-0.293516
BMC	1	2	g01s01t02.txt	26	-8.254963	-3.524533	-7.147551	33.539676	1.119582	9.085661	-17.453271	4.265164	-1.166408
BMC	1	2	g01s01t02.txt	27	-6.581381	-3.132913	-7.311267	31.87637	1.243744	9.77636	-15.651773	4.018489	-2.143312
BMC	1	2	g01s01t02.txt	28	-4.916796	-2.705506	-7.297262	30.196108	1.355176	10.551777	-13.595779	3.706319	-3.165068
BMC	1	2	g01s01t02.txt	29	-3.265318	-2.258705	-7.110062	28.499888	1.440995	11.369438	-11.277265	3.352323	-4.227053
BMC	1	2	g01s01t02.txt	30	-1.63618	-1.804689	-6.771833	26.78976	1.505551	12.214589	-8.678757	2.96195	-5.354412
BMC	1	2	g01s01t02.txt	31	-0.052141	-1.367775	-6.309611	25.100949	1.571042	13.063617	-5.839939	2.500012	-6.525739
BMC	1	2	g01s01t02.txt	32	1.448878	-0.982012	-5.760297	23.493044	1.673507	13.891892	-2.835136	1.920412	-7.686249
BMC	1	2	g01s01t02.txt	33	2.833355	-0.677901	-5.169634	22.00598	1.839323	14.674345	0.272787	1.195157	-8.8002
BMC	1	2	g01s01t02.txt	34	4.07095	-0.481631	-4.548633	20.656941	2.071643	15.335988	3.454119	0.303317	-9.835688
BMC	1	2	g01s01t02.txt	35	5.147102	-0.39571	-3.88674	19.452525	2.352245	15.791536	6.673094	-0.729628	-10.744445
BMC	1	2	g01s01t02.txt	36	6.04682	-0.412424	-3.209496	18.428062	2.66669	16.014766	9.847122	-1.842326	-11.464485
BMC	1	2	g01s01t02.txt	37	6.76083	-0.513861	-2.573907	17.641373	2.999428	16.024392	12.864935	-2.961308	-11.930954
BMC	1	2	g01s01t02.txt	38	7.293114	-0.671449	-2.042285	17.143372	3.344278	15.895761	15.636209	-4.042759	-12.103519
BMC	1	2	g01s01t02.txt	39	7.649706	-0.870232	-1.669184	16.964447	3.718921	15.75451	18.095502	-5.107576	-11.978111
BMC	1	2	g01s01t02.txt	40	7.832997	-1.122744	-1.494299	17.124322	4.156986	15.712396	20.189958	-6.192235	-11.625787
BMC	1	2	g01s01t02.txt	41	7.82475	-1.446684	-1.552892	17.693892	4.702712	15.841251	21.847212	-7.228534	-11.211779
BMC	1	2	g01s01t02.txt	42	7.652068	-1.80407	-1.790613	18.663982	5.351142	16.111892	23.087648	-8.042324	-10.906395
BMC	1	2	g01s01t02.txt	43	7.333631	-2.146861	-2.148646	20.058758	6.079438	16.439485	23.823238	-8.478854	-10.80004
BMC	1	2	g01s01t02.txt	44	6.895553	-2.436528	-2.552465	21.890941	6.840275	16.662932	23.932828	-8.484184	-10.896414
BMC	1	2	g01s01t02.txt	45	6.36456	-2.650479	-2.917046	24.147596	7.562241	16.607763	23.387491	-8.102832	-11.112329
BMC	1	2	g01s01t02.txt	46	5.767579	-2.776982	-3.158189	26.775024	8.178074	16.189328	22.317635	-7.444884	-11.359505
BMC	1	2	g01s01t02.txt	47	5.13197	-2.80429	-3.209424	29.688313	8.666557	15.456565	20.950409	-6.649386	-11.599241
BMC	1	2	g01s01t02.txt	48	4.481977	-2.718311	-3.02757	32.780509	9.073267	14.553866	19.519505	-5.861277	-11.827155
BMC	1	2	g01s01t02.txt	49	3.826562	-2.513567	-2.604425	35.966535	9.461513	13.579965	18.158355	-5.188621	-12.051565
BMC	1	2	g01s01t02.txt	50	3.156628	-2.18039	-1.927567	39.220806	9.858599	12.529056	16.928016	-4.680937	-12.253143
BMC	1	2	g01s01t02.txt	51	2.447791	-1.726755	-1.012476	42.538596	10.268352	11.367642	15.835004	-4.351956	-12.38233
BMC	1	2	g01s01t02.txt	52	1.667387	-1.186147	0.069919	45.913638	10.681215	10.097155	14.816056	-4.211385	-12.41412
BMC	1	2	g01s01t02.txt	53	0.79184	-0.604942	1.194062	49.320817	11.076361	8.779927	13.826419	-4.216369	-12.345432
BMC	1	2	g01s01t02.txt	54	-0.193485	-0.019251	2.217663	52.722635	11.407646	7.505368	12.901708	-4.223572	-12.135856
BMC	1	2	g01s01t02.txt	55	-1.287522	0.544353	3.063403	56.089614	11.635589	6.325351	12.082386	-4.064223	-11.752549
BMC	1	2	g01s01t02.txt	56	-2.494109	1.056298	3.732073	59.40058	11.763357	5.251911	11.360617	-3.673692	-11.199237
BMC	1	2	g01s01t02.txt	57	-3.812643	1.494962	4.244118	62.631281	11.82886	4.297695	10.688831	-3.083204	-10.495226
BMC	1	2	g01s01t02.txt	58	-5.221137	1.867356	4.613832	65.74842	11.900572	3.493465	10.007983	-2.369745	-9.688792
BMC	1	2	g01s01t02.txt	59	-6.689407	2.20333	4.860301	68.715665	12.028513	2.860783	9.281512	-1.597331	-8.825387
BMC	1	2	g01s01t02.txt	60	-8.202384	2.536379	5.004598	71.511139	12.20666	2.396998	8.50625	-0.794611	-7.925757
BMC	1	2	g01s01t02.txt	61	-9.780186	2.896287	5.032147	74.116108	12.417874	2.113523	7.700098	0.029898	-7.043655
BMC	1	2	g01s01t02.txt	62	-11.45365	3.295575	4.951415	76.561028	12.629141	1.962488	6.89207	0.861453	-6.199916
BMC	1	2	g01s01t02.txt	63	-13.253461	3.734781	4.765294	78.839526	12.808404	1.909837	6.098161	1.673284	-5.410855
BMC	1	2	g01s01t02.txt	64	-15.174095	4.202614	4.434626	80.920241	12.928532	1.961922	5.31423	2.413129	-4.763429
BMC	1	2	g01s01t02.txt	65	-17.167307	4.684178	3.895881	82.752979	12.969824	2.165267	4.511432	3.028402	-4.336878
BMC	1	2	g01s01t02.txt	66	-19.172107	5.154382	3.146262	84.28533	12.953434	2.558421	3.6555	3.51088	-4.160243
BMC	1	2	g01s01t02.txt	67	-21.137983	5.564533	2.271997	85.4672	12.901003	3.130377	2.730408	3.890035	-4.228358
BMC	1	2	g01s01t02.txt	68	-23.035775	5.868464	1.403889	86.27278	12.770461	3.810398	1.760323	4.198673	-4.464971
BMC	1	2	g01s01t02.txt	69	-24.885258	6.082708	0.627629	86.740133	12.52367	4.519115	0.8097	4.472004	-4.70743
BMC	1	2	g01s01t02.txt	70	-26.715147	6.23922	0.006062	86.883023	12.17751	5.200473	-0.075212	4.73866	-4.822331
BMC	1	2	g01s01t02.txt	71	-28.524022	6.339609	-0.383611	86.704648	11.783396	5.79466	-0.892227	5.012463	-4.777584
BMC	1	2	g01s01t02.txt	72	-30.273856	6.361998	-0.504671	86.201432	11.385186	6.273374	-1.64238	5.289342	-4.60427
BMC	1	2	g01s01t02.txt	73	-31.916945	6.294417	-0.409632	85.369177	11.025551	6.67	-2.296935	5.55386	-4.345216
BMC	1	2	g01s01t02.txt	74	-33.411467	6.132739	-0.198683	84.182862	10.749029	7.049292	-2.823839	5.780142	-4.033739
BMC	1	2	g01s01t02.txt	75	-34.746511	5.88927	0.03507	82.656762	10.552254	7.461295	-3.249415	5.95703	-3.676244
BMC	1	2	g01s01t02.txt	76	-35.918079	5.571531	0.248152	80.800026	10.412538	7.923473	-3.601184	6.090411	-3.276645
BMC	1	2	g01s01t02.txt	77	-36.921506	5.180798	0.412505	78.614157	10.288278	8.436084	-3.873051	6.182112	-2.861078
BMC	1	2	g01s01t02.txt	78	-37.756334	4.726799	0.506218	76.110569	10.138414	8.993741	-4.033852	6.227878	-2.478807
BMC	1	2	g01s01t02.txt	79	-38.427639	4.227394	0.508092	73.302185	10.019804	9.61366	-4.052771	6.2122	-2.192846
BMC	1	2	g01s01t02.txt	80	-38.940409	3.698701	0.396441	70.198483	10.077525	10.348782	-3.920952	6.109605	-2.105607
BMC	1	2	g01s01t02.txt	81	-39.268216	3.157154	0.148764	66.771059	10.431168	11.296166	-3.569755	5.89802	-2.386438
BMC	1	2	g01s01t02.txt	82	-39.419568	2.640429	-0.215183	63.056086	10.991491	12.491201	-2.949684	5.592981	-3.004398
BMC	1	2	g01s01t02.txt	83	-39.38874	2.20366	-0.700428	59.066668	11.611349	13.948901	-2.07235	5.186239	-3.829678
BMC	1	2	g01s01t02.txt	84	-39.15232	1.88444	-1.318225	54.839339	12.098779	15.61861	-1.010677	4.676392	-4.655916
BMC	1	2	g01s01t02.txt	85	-38.680897	1.684381	-2.051052	50.438235	12.271819	17.381292	0.172061	4.097619	-5.279745
BMC	1	2	g01s01t02.txt	86	-37.982248	1.601075	-2.84573	45.954859	12.006416	19.088958	1.425382	3.487008	-5.621214
BMC	1	2	g01s01t02.txt	87	-37.105054	1.641174	-3.63628	41.517261	11.243945	20.557467	2.65798	2.847379	-5.726832
BMC	1	2	g01s01t02.txt	88	-36.128746	1.781699	-4.332574	37.285401	10.052236	21.570218	3.721373	2.143261	-5.686035
BMC	1	2	g01s01t02.txt	89	-35.130621	1.960746	-4.832842	33.360447	8.627502	22.03876	4.535668	1.317271	-5.602504
BMC	1	2	g01s01t02.txt	90	-34.15542	2.119569	-5.042432	29.803004	7.144922	21.964384	5.103091	0.310194	-5.594578
BMC	1	2	g01s01t02.txt	91	-33.22999	2.205707	-4.915519	26.632649	5.767055	21.459496	5.466254	-0.89952	-5.80518
BMC	1	2	g01s01t02.txt	92	-32.364101	2.190144	-4.485228	23.843222	4.621324	20.726923	5.675511	-2.259624	-6.365296
BMC	1	2	g01s01t02.txt	93	-31.555024	2.076305	-3.852368	21.425175	3.773368	19.980803	5.80615	-3.635708	-7.278491
BMC	1	2	g01s01t02.txt	94	-30.799	1.895522	-3.139014	19.398057	3.220434	19.361474	5.961026	-4.849207	-8.322897
BMC	1	2	g01s01t02.txt	95	-30.075811	1.714477	-2.492379	17.722963	2.859238	18.912685	6.213407	-5.794624	-9.161072
BMC	1	2	g01s01t02.txt	96	-29.369628	1.58238	-2.025419	16.369784	2.605689	18.633505	6.565212	-6.458628	-9.588519
BMC	1	2	g01s01t02.txt	97	-28.687441	1.498457	-1.773087	15.356881	2.437118	18.494825	6.968005	-6.895414	-9.548575
BMC	1	2	g01s01t02.txt	98	-28.047095	1.423876	-1.705752	14.720509	2.374356	18.470715	7.352782	-7.217447	-9.12909
BMC	1	2	g01s01t02.txt	99	-27.462794	1.321563	-1.775505	14.492022	2.439907	18.553275	7.67334	-7.529227	-8.508104
BMC	1	2	g01s01t02.txt	100	-26.941412	1.18668	-1.94669	14.689683	2.624507	18.724382	7.91746	-7.879581	-7.90815
